year,month,anomaly_c
1980,Mar,0.29
1980,Apr,0.3
1980,May,0.35
1980,Jun,0.2
1980,Jul,0.22
1980,Aug,0.18
1980,Sep,0.21
1980,Oct,0.13
1980,Nov,0.3
1980,Dec,0.21
1981,Jan,0.53
1981,Feb,0.42
1981,Mar,0.48
1981,Apr,0.32
1981,May,0.25
1981,Jun,0.29
1981,Jul,0.32
1981,Aug,0.35
1981,Sep,0.15
1981,Oct,0.12
1981,Nov,0.23
1981,Dec,0.41
1982,Jan,0.05
1982,Feb,0.15
1982,Mar,0.03
1982,Apr,0.15
1982,May,0.18
1982,Jun,0.06
1982,Jul,0.14
1982,Aug,0.03
1982,Sep,0.14
1982,Oct,0.13
1982,Nov,0.18
1982,Dec,0.43
1983,Jan,0.53
1983,Feb,0.43
1983,Mar,0.42
1983,Apr,0.28
1983,May,0.34
1983,Jun,0.23
1983,Jul,0.18
1983,Aug,0.36
1983,Sep,0.37
1983,Oct,0.17
1983,Nov,0.3
1983,Dec,0.17
1984,Jan,0.31
1984,Feb,0.14
1984,Mar,0.26
1984,Apr,0.06
1984,May,0.33
1984,Jun,0.02
1984,Jul,0.19
1984,Aug,0.19
1984,Sep,0.21
1984,Oct,0.13
1984,Nov,0.07
1984,Dec,-0.04
1985,Jan,0.22
1985,Feb,-0.04
1985,Mar,0.17
1985,Apr,0.12
1985,May,0.14
1985,Jun,0.15
1985,Jul,0.04
1985,Aug,0.17
1985,Sep,0.13
1985,Oct,0.12
1985,Nov,0.05
1985,Dec,0.14
1986,Jan,0.26
1986,Feb,0.37
1986,Mar,0.3
1986,Apr,0.22
1986,May,0.21
1986,Jun,0.12
1986,Jul,0.11
1986,Aug,0.16
1986,Sep,0.03
1986,Oct,0.15
1986,Nov,0.1
1986,Dec,0.13
1987,Jan,0.32
1987,Feb,0.43
1987,Mar,0.18
1987,Apr,0.24
1987,May,0.26
1987,Jun,0.35
1987,Jul,0.4
1987,Aug,0.25
1987,Sep,0.35
1987,Oct,0.33
1987,Nov,0.29
1987,Dec,0.46
1988,Jan,0.57
1988,Feb,0.44
1988,Mar,0.51
1988,Apr,0.43
1988,May,0.44
1988,Jun,0.4
1988,Jul,0.33
1988,Aug,0.39
1988,Sep,0.37
1988,Oct,0.38
1988,Nov,0.12
1988,Dec,0.29
1989,Jan,0.12
1989,Feb,0.3
1989,Mar,0.36
1989,Apr,0.29
1989,May,0.18
1989,Jun,0.15
1989,Jul,0.35
1989,Aug,0.33
1989,Sep,0.34
1989,Oct,0.29
1989,Nov,0.2
1989,Dec,0.37
1990,Jan,0.41
1990,Feb,0.44
1990,Mar,0.8
1990,Apr,0.56
1990,May,0.45
1990,Jun,0.37
1990,Jul,0.46
1990,Aug,0.34
1990,Sep,0.23
1990,Oct,0.44
1990,Nov,0.46
1990,Dec,0.4
1991,Jan,0.42
1991,Feb,0.5
1991,Mar,0.35
1991,Apr,0.51
1991,May,0.34
1991,Jun,0.53
1991,Jul,0.48
1991,Aug,0.39
1991,Sep,0.44
1991,Oct,0.29
1991,Nov,0.3
1991,Dec,0.32
1992,Jan,0.48
1992,Feb,0.4
1992,Mar,0.48
1992,Apr,0.27
1992,May,0.31
1992,Jun,0.26
1992,Jul,0.09
1992,Aug,0.08
1992,Sep,-0.01
1992,Oct,0.07
1992,Nov,0.03
1992,Dec,0.22
1993,Jan,0.34
1993,Feb,0.37
1993,Mar,0.36
1993,Apr,0.28
1993,May,0.28
1993,Jun,0.23
1993,Jul,0.25
1993,Aug,0.11
1993,Sep,0.11
1993,Oct,0.24
1993,Nov,0.03
1993,Dec,0.18
1994,Jan,0.26
1994,Feb,0.02
1994,Mar,0.29
1994,Apr,0.41
1994,May,0.28
1994,Jun,0.43
1994,Jul,0.3
1994,Aug,0.22
1994,Sep,0.31
1994,Oct,0.43
1994,Nov,0.44
1994,Dec,0.39
1995,Jan,0.52
1995,Feb,0.79
1995,Mar,0.46
1995,Apr,0.47
1995,May,0.27
1995,Jun,0.43
1995,Jul,0.45
1995,Aug,0.45
1995,Sep,0.33
1995,Oct,0.46
1995,Nov,0.45
1995,Dec,0.26
1996,Jan,0.24
1996,Feb,0.46
1996,Mar,0.32
1996,Apr,0.33
1996,May,0.27
1996,Jun,0.25
1996,Jul,0.36
1996,Aug,0.49
1996,Sep,0.26
1996,Oct,0.22
1996,Nov,0.42
1996,Dec,0.37
1997,Jan,0.32
1997,Feb,0.41
1997,Mar,0.52
1997,Apr,0.33
1997,May,0.34
1997,Jun,0.55
1997,Jul,0.34
1997,Aug,0.41
1997,Sep,0.52
1997,Oct,0.61
1997,Nov,0.65
1997,Dec,0.59
1998,Jan,0.58
1998,Feb,0.88
1998,Mar,0.63
1998,Apr,0.63
1998,May,0.68
1998,Jun,0.77
1998,Jul,0.66
1998,Aug,0.65
1998,Sep,0.42
1998,Oct,0.42
1998,Nov,0.43
1998,Dec,0.54
1999,Jan,0.48
1999,Feb,0.64
1999,Mar,0.33
1999,Apr,0.32
1999,May,0.26
1999,Jun,0.36
1999,Jul,0.39
1999,Aug,0.31
1999,Sep,0.39
1999,Oct,0.34
1999,Nov,0.37
1999,Dec,0.4
2000,Jan,0.25
2000,Feb,0.56
2000,Mar,0.55
2000,Apr,0.56
2000,May,0.36
2000,Jun,0.4
2000,Jul,0.39
2000,Aug,0.43
2000,Sep,0.39
2000,Oct,0.27
2000,Nov,0.3
2000,Dec,0.28
2001,Jan,0.45
2001,Feb,0.44
2001,Mar,0.55
2001,Apr,0.5
2001,May,0.57
2001,Jun,0.52
2001,Jul,0.59
2001,Aug,0.48
2001,Sep,0.52
2001,Oct,0.5
2001,Nov,0.72
2001,Dec,0.55
2002,Jan,0.77
2002,Feb,0.78
2002,Mar,0.88
2002,Apr,0.58
2002,May,0.64
2002,Jun,0.53
2002,Jul,0.61
2002,Aug,0.53
2002,Sep,0.64
2002,Oct,0.54
2002,Nov,0.59
2002,Dec,0.44
2003,Jan,0.75
2003,Feb,0.58
2003,Mar,0.6
2003,Apr,0.55
2003,May,0.6
2003,Jun,0.48
2003,Jul,0.58
2003,Aug,0.64
2003,Sep,0.62
2003,Oct,0.72
2003,Nov,0.53
2003,Dec,0.75
2004,Jan,0.58
2004,Feb,0.72
2004,Mar,0.63
2004,Apr,0.61
2004,May,0.37
2004,Jun,0.44
2004,Jul,0.26
2004,Aug,0.45
2004,Sep,0.5
2004,Oct,0.61
2004,Nov,0.73
2004,Dec,0.5
2005,Jan,0.75
2005,Feb,0.6
2005,Mar,0.74
2005,Apr,0.67
2005,May,0.63
2005,Jun,0.65
2005,Jul,0.61
2005,Aug,0.6
2005,Sep,0.72
2005,Oct,0.76
2005,Nov,0.74
2005,Dec,0.68
2006,Jan,0.56
2006,Feb,0.74
2006,Mar,0.63
2006,Apr,0.47
2006,May,0.48
2006,Jun,0.66
2006,Jul,0.54
2006,Aug,0.71
2006,Sep,0.66
2006,Oct,0.71
2006,Nov,0.73
2006,Dec,0.79
2007,Jan,1.01
2007,Feb,0.7
2007,Mar,0.71
2007,Apr,0.77
2007,May,0.69
2007,Jun,0.61
2007,Jul,0.6
2007,Aug,0.6
2007,Sep,0.61
2007,Oct,0.59
2007,Nov,0.59
2007,Dec,0.5
2008,Jan,0.3
2008,Feb,0.38
2008,Mar,0.75
2008,Apr,0.54
2008,May,0.5
2008,Jun,0.49
2008,Jul,0.6
2008,Aug,0.45
2008,Sep,0.61
2008,Oct,0.67
2008,Nov,0.69
2008,Dec,0.54
2009,Jan,0.65
2009,Feb,0.53
2009,Mar,0.53
2009,Apr,0.61
2009,May,0.65
2009,Jun,0.64
2009,Jul,0.74
2009,Aug,0.69
2009,Sep,0.72
2009,Oct,0.65
2009,Nov,0.8
2009,Dec,0.67
2010,Jan,0.75
2010,Feb,0.84
2010,Mar,0.92
2010,Apr,0.85
2010,May,0.75
2010,Jun,0.68
2010,Jul,0.63
2010,Aug,0.67
2010,Sep,0.63
2010,Oct,0.71
2010,Nov,0.82
2010,Dec,0.45
2011,Jan,0.52
2011,Feb,0.48
2011,Mar,0.66
2011,Apr,0.64
2011,May,0.53
2011,Jun,0.63
2011,Jul,0.71
2011,Aug,0.75
2011,Sep,0.56
2011,Oct,0.65
2011,Nov,0.59
2011,Dec,0.6
2012,Jan,0.47
2012,Feb,0.48
2012,Mar,0.57
2012,Apr,0.73
2012,May,0.78
2012,Jun,0.64
2012,Jul,0.59
2012,Aug,0.66
2012,Sep,0.72
2012,Oct,0.8
2012,Nov,0.78
2012,Dec,0.53
2013,Jan,0.71
2013,Feb,0.62
2013,Mar,0.67
2013,Apr,0.53
2013,May,0.6
2013,Jun,0.69
2013,Jul,0.6
2013,Aug,0.71
2013,Sep,0.77
2013,Oct,0.69
2013,Nov,0.83
2013,Dec,0.7
2014,Jan,0.76
2014,Feb,0.55
2014,Mar,0.78
2014,Apr,0.81
2014,May,0.86
2014,Jun,0.67
2014,Jul,0.58
2014,Aug,0.84
2014,Sep,0.88
2014,Oct,0.8
2014,Nov,0.67
2014,Dec,0.79
2015,Jan,0.86
2015,Feb,0.91
2015,Mar,0.96
2015,Apr,0.75
2015,May,0.8
2015,Jun,0.81
2015,Jul,0.73
2015,Aug,0.8
2015,Sep,0.84
2015,Oct,1.08
2015,Nov,1.06
2015,Dec,1.17
2016,Jan,1.18
2016,Feb,1.36
2016,Mar,1.35
2016,Apr,1.09
2016,May,0.96
2016,Jun,0.81
2016,Jul,0.84
2016,Aug,1.02
2016,Sep,0.9
2016,Oct,0.87
2016,Nov,0.91
2016,Dec,0.86
2017,Jan,1.02
2017,Feb,1.13
2017,Mar,1.16
2017,Apr,0.93
2017,May,0.91
2017,Jun,0.71
2017,Jul,0.82
2017,Aug,0.87
2017,Sep,0.74
2017,Oct,0.88
2017,Nov,0.87
2017,Dec,0.93
2018,Jan,0.82
2018,Feb,0.85
2018,Mar,0.88
2018,Apr,0.88
2018,May,0.81
2018,Jun,0.77
2018,Jul,0.83
2018,Aug,0.78
2018,Sep,0.8
2018,Oct,1.02
2018,Nov,0.83
2018,Dec,0.93
2019,Jan,0.93
2019,Feb,0.96
2019,Mar,1.17
2019,Apr,1.0
2019,May,0.86
2019,Jun,0.9
2019,Jul,0.94
2019,Aug,0.95
2019,Sep,0.93
2019,Oct,1.0
2019,Nov,0.99
2019,Dec,1.12
2020,Jan,1.18
2020,Feb,1.24
2020,Mar,1.18
2020,Apr,1.12
2020,May,0.99
2020,Jun,0.91
2020,Jul,0.89
2020,Aug,0.86
2020,Sep,0.96
2020,Oct,0.87
2020,Nov,1.09
2020,Dec,0.8
2021,Jan,0.81
2021,Feb,0.64
2021,Mar,0.89
2021,Apr,0.76
2021,May,0.79
2021,Jun,0.84
2021,Jul,0.92
2021,Aug,0.81
2021,Sep,0.92
2021,Oct,0.98
2021,Nov,0.92
2021,Dec,0.88
2022,Jan,0.91
2022,Feb,0.89
2022,Mar,1.04
2022,Apr,0.83
2022,May,0.84
2022,Jun,0.92
2022,Jul,0.94
2022,Aug,0.94
2022,Sep,0.88
2022,Oct,0.97
2022,Nov,0.73
2022,Dec,0.8
2023,Jan,0.88
2023,Feb,0.97
2023,Mar,1.23
2023,Apr,0.99
2023,May,0.94
2023,Jun,1.08
2023,Jul,1.19
2023,Aug,1.19
2023,Sep,1.48
2023,Oct,1.35
2023,Nov,1.4
2023,Dec,1.35
2024,Jan,1.25
2024,Feb,1.44
2024,Mar,1.39
2024,Apr,1.32
2024,May,1.16
2024,Jun,1.24
2024,Jul,1.2
2024,Aug,1.3
2024,Sep,1.21
2024,Oct,1.35
2024,Nov,1.3
2024,Dec,1.27
2025,Jan,1.38
2025,Feb,1.26
2025,Mar,1.37
2025,Apr,1.24
2025,May,1.08
2025,Jun,1.07
2025,Jul,1.02
2025,Aug,1.18
2025,Sep,1.25
2025,Oct,1.19
2025,Nov,1.21
2025,Dec,1.05
2026,Jan,1.08
2026,Feb,1.24
2026,Mar,1.32
2026,Apr,1.17
2026,May,1.12
